FNFNUM,CHEM,PPCO
1025,FRUCTOSYLRAFFINOSE,SD
1025,GADUSEN,SD
1025,GAMMA-DIHYDROSITOSTEROLFERULIC-ACID-ESTER,SD
1025,GAMMA-TOCOPHEROL,OL
1025,GENTISIC-ACID,SD
1025,GIBBERELLINS,SD
1025,GLIADIN,SD
1025,GLOBULIN,SD
1025,GLUCODIFRUCTOSE,SD
1025,GLUCOFRUCTANS,SD
1025,GLUCOSE,SD
1025,GLUCOSE-6-PHOSPHATE-DEHYDROGENASE,SP
1025,GLUTAMATE-DEHYDROGENASE,SP
1025,GLUTAMIC-ACID,SD
1025,GLUTAMIC-ACID-DECARBOXYLASE,SD
1025,GLUTAMIC-DEHYDROGENASE,SD
1025,GLUTATHIONE-REDUCTASE,SD
1025,GLUTENIN,SD
1025,GLYCERIN,SD
1025,GLYCEROPHOSPHATASE,SD
1025,GLYCINE,SD
1025,GLYCOLATE-OXIDASE,PL
1025,GRAMINE,LF
1025,GUANINE,PE
1025,GUANOSINE,PE
1025,HEMICELLULOSE-B,HA
1025,HEPT-TRANS-2-EN-1-AL,SH
1025,HEPTAN-1-OL,SH
1025,HEPTANAL,SH
1025,HEX-TRANS-2-EN-1-AL,SH
1025,HEX-TRANS-2-EN-1-OL,SH
1025,HEXAN-1-AL,SH
1025,HEXOKINASE,SD
1025,HEXOSE-DIPHOSPHATASE,SD
1025,HISTIDINE,SD
1025,HYDROXAMIC-ACID,LF
1025,IRON,PL
1025,IRON,SD
1025,ISOCHLOROGENIC-ACID,SD
1025,ISOCITRATE-DEHYDROGENASE,SP
1025,ISOFERULIC-ACID,SD
1025,ISOLEUCINE,PL
1025,ISOLEUCINE,SD
1025,ISOSCHAFTOSIDE,PL
1025,KILOCALORIES,SD
1025,LAMINARASE,SD
1025,LAURIC-ACID,SD
1025,LEAD,SD
1025,LECITHIN,SD
1025,LEUCINE,PL
1025,LEUCINE,SD
1025,LICHENASE,SD
1025,LIGNOCERIC-ACID,SP
1025,LINOLEIC-ACID,PL
1025,LINOLENIC-ACID,PL
1025,LIPASE,SD
1025,LIPOXIDASE,SD
1025,LUTEIN,PL
1025,LYSINE,PL
1025,LYSINE,SD
1025,LYSOLECITHIN,SD
1025,MAGNESIUM,PL
1025,MAGNESIUM,SD
1025,MANGANESE,PL
1025,MANGANESE,SD
1025,MANNOSE,SD
1025,MERCURY,SD
1025,METHIONINE,SD
1025,MONOGALACTOSYL-DIGLYCERIDE,SD
1025,MYRISTIC-ACID,SD
1025,N-DEMETHYL-DIAZEPAM,SD
1025,NEOKETOSE,SD
1025,NIACIN,PL
1025,NIACIN,SD
1025,NICKEL,SD
1025,NON-CIS-3-EN-1-OL,SH
1025,NON-TRANS-2-EN-1-AL,SH
1025,"NONA-CIS-3,CIS-6-DIEN-1-OL",SH
1025,"NONA-TRANS-2,CIS-6-DIEN-1-AL",SH
1025,"NONA-TRANS-2,CIS-6-DIEN-1-OL",SH
1025,NONAN-1-OL,SH
1025,NONANAL,SH
1025,NUCLEOTIDASE,SD
1025,O-COUMARIC-ACID,SD
1025,OCHRATOXIN-A,SD
1025,OCT-TRANS-2-EN-1-AL,SH
1025,OCTAN-1-OL,SH
1025,OLEIC-ACID,PL
1025,ORTHOFERULIC-ACID,SD
1025,OXALACETIC-CARBOXYLASE,SD
1025,OXALIC-ACID,FR
1025,P-COUMARIC-ACID,SD
1025,P-HYDROXY-BENZOIC-ACID,SD
1025,PALMITIC-ACID,PL
1025,PALMITOLEIC-ACID,PL
1025,PANTOTHENIC-ACID,PL
1025,PANTOTHENIC-ACID,SD
1025,PECTINS,SD
1025,"PENTADECA-TRANS-2,CIS-4-DIENAL",SH
1025,PENTOSANS,SD
1025,PEPTIDASE,SD
1025,PHENOLICS,SD
1025,PHENYLALANINE,PL
1025,PHENYLALANINE,SD
1025,PHOSPHODIESTERASE,SD
1025,PHOSPHOENOL-PYRUVATE-CARBOXYLASE,LF
1025,PHOSPHOGLUCONIC-DEHYDROGENASE,PL
1025,PHOSPHOMONOESTERASE,SD
1025,PHOSPHORUS,PL
1025,PHOSPHORUS,SD
1025,PHYLLOQUINONE,LF
1025,PHYTASE,SD
1025,PHYTIC-ACID,SD
1025,PHYTIC-PHOSPHORUS,SD
1025,PHYTOSTERYL-6-O-ACYL-BETA-D-GLUCOPYRANOSIDE,SD
1025,POTASSIUM,PL
1025,POTASSIUM,SD
1025,PROLAMINE,SD
1025,PROLINE,RT
1025,PROLINE,SD
1025,PROLINE,SH
1025,PROTEIN,PL
1025,PROTEIN,SD
1025,PROTEINASE,SD
1025,PROTOCATECHUIC-ACID,SD
1025,PUROTHIONIN-A,SD
1025,PUTRESCINE,SP
1025,PYRIDINE-NUCLEOTIDE-OXIDASE,SD
1025,PYRIDOXINE,SD
1025,PYROGALLOL-OXIDASE,SD
1025,QUERCETIN,PL
1025,RAFFINOSE,SD
1025,RIBOFLAVIN,PL
1025,RIBOFLAVIN,SD
1025,RIBONUCLEASE,SD
1025,RIBULOSE-DIPHOSPHATE-CARBOXYLASE,LF
1025,SALICYLIC-ACID,SD
1025,SCHAFTOSIDE,SP
1025,SERINE,SD
1025,SINAPIC-ACID,SD
1025,SINAPOYL-8-D-GALACTOSYL-6-C-ARABINOSYL-APIGENIN,SP
1025,SINAPOYL-ISOSCHAFTOSIDE,PL
1025,SINAPOYL-VICENIN-1,PL
1025,SODIUM,PL
1025,SODIUM,SD
1025,SP,PL
1025,STACHYOSE,SD
1025,STARCH,SD
1025,STEARIC-ACID,PL
1025,SUCCINIC-DEHYDROGENASE,SD
1025,SUCROSE,SD
1025,SUGAR,SD
1025,SULFUR,PL
1025,SULFUR,SD
1025,SYRINGIC-ACID,SD
1025,"TETRADECA-2,12-DIEN-4,6,8,10-TETRAYN",SP
1025,THIAMIN,PL
1025,THIAMIN,SD
1025,THREONINE,SD
1025,TOCOPHEROL,SD
1025,TRICIN,PL
1025,"TRIDEC-1,11-DIEN-3,5,7,9-TETRAYN",SP
1025,"TRIDEC-1-EN-3,5,7,9,11-PENTAYN",SP
1025,TRIGONELLINE,SD
1025,TRIPHOSPHOPYRIDINE-NUCLEOTIDE-OXIDASE,SD
1025,TRITIOL,SP
1025,TRYPTOPHAN,SD
1025,TYROSINE,SD
1025,URACIL,SD
1025,URIDINE,SD
1025,VALINE,SD
1025,VANILLIC-ACID,SD
1025,VICENIN-1,PL
1025,VIT-E,SP
1025,WATER,PL
1025,WATER,SD
1025,XYLOSE,PL
1025,ZINC,SD
1026,11-EICOSENOIC-ACID,SD
1026,ASCORBIC-ACID,FL
1026,ASCORBIC-ACID,LF
1026,ASCORBIC-ACID,PT
1026,ASH,SH
1026,BENZYL-CYANIDE,SH
1026,BENZYL-ISOTHIOCYANATE,SD
1026,BENZYL-ISOTHIOCYANATE,SH
1026,BETA-CAROTENE,SH
1026,CALCIUM,SH
1026,CARBOHYDRATES,SH
1026,CHLOROGENIC-ACID,PC
1026,CYANIDIN-SOPHOROCOSIDE,PL
1026,EO,SH
1026,ERUCIC-ACID,SD
1026,FAT,SD
1026,FAT,SH
1026,FIBER,SH
1026,GLUCOTROPAEOLIN,PL
1026,HELENIEN,FL
1026,IRON,SH
1026,ISOQUERCITRIN,LF
1026,ISOQUERCITROSIDE,LF
1026,KAEMPFEROL-GLUCOSIDE,FL
1026,KILOCALORIES,SH
1026,LUTEIN,FL
1026,NIACIN,SH
1026,OXALIC-ACID,SH
1026,PELARGONIDIN-3-BIOSIDE,FL
1026,PELARGONIDIN-3-SOPHOROSIDE,FL
1026,PEROXIDASE,LF
1026,PHENYLACETOTHIOHYDROXIMATE,LF
1026,PHOSPHORUS,SH
1026,PHYTOFLUENE,FL
1026,PROTEIN,SD
1026,PROTEIN,SH
1026,QUERCETIN-3-TRIGLUCOSIDE,LF
1026,RIBOFLAVIN,SH
1026,THIAMIN,SH
1026,URIDINE-DIPHOSPHATE-GLUCOSE:THIOHYDROXIMATE-GLUCOSYL-TRANSFERASE,LF
1026,WATER,SH
1026,ZEAXANTHIN,FL
1027,ASCORBIC-ACID,RT
1027,ASH,RT
1027,BETA-CAROTENE,RT
1027,CALCIUM,RT
1027,CARBOHYDRATES,RT
1027,FAT,RT
1027,FIBER,RT
1027,IRON,RT
1027,NIACIN,RT
1027,PHOSPHORUS,RT
1027,PROTEIN,RT
1027,RIBOFLAVIN,RT
1027,THIAMIN,RT
1027,WATER,RT
1028,ALPHA-PHELLANDRENE,BR
1028,BETULIN,BK
1028,BETULIN,LF
1028,BETULIN,TW
1028,CADINENE,BR
1028,EO,BR
1028,GALACTOGLUCOMANNAN,WD
1028,GALACTOGLUCOMANNOGLYCAN,WD
1028,KAEMPFEROL,BR
1028,L-ALPHA-PINENE,BR
1028,L-BORNEOL,BR
1028,L-BORNYL-ACETATE,BR
1028,L-CAMPHENE,BR
1028,L-LIMONENE,BR
1028,MYRCENE,BR
1028,PICEATANNOL,BK
1028,PINITOL,BR
1028,TANNIN,BK
1028,TANNIN,LF
1028,TANNIN,RB
1029,"1,8-CINEOLE",LF
1029,"5-HYDROXY-7,3',4-TRIMETHOXYFLAVONE",LF
1029,ALBUMINOIDS,LF
1029,ALPHA-COPAENE,LF
1029,ALPHA-PINENE,LF
1029,ALUMINUM,LF
1029,ARBUTIN,LF
1029,ASCORBIC-ACID,LF
1029,ASH,LF
1029,BETA-CAROTENE,LF
1029,BETA-PINENE,LF
1029,BETA-SITOSTEROL,PL
1029,CALAMENENE,LF
1029,CALCIUM,LF
1029,CARBOHYDRATES,LF
1029,CHLOROPHYLL,LF
1029,CHROMIUM,LF
1029,COBALT,LF
1029,DAMIANIN,LF
1029,EO,LF
1029,FAT,LF
1029,FIBER,LF
1029,GAMMA-CADINENE,LF
1029,GONZALITOSIN-I,BR
1029,GUM,BR
1029,HEXACOSANOL-1,BR
1029,IRON,LF
1029,KILOCALORIES,LF
1029,MAGNESIUM,LF
1029,MANGANESE,LF
1029,NIACIN,LF
1029,P-CYMOL,LF
1029,PHOSPHORUS,LF
1029,POTASSIUM,LF
1029,PROTEIN,LF
1029,RESIN,BR
1029,RIBOFLAVIN,LF
1029,SELENIUM,LF
1029,SILICON,LF
1029,SODIUM,LF
1029,STARCH,BR
1029,TANNINS,LF
1029,THIAMIN,LF
1029,THYMOL,LF
1029,TIN,LF
1029,TRIACONTANE,PL
1029,WATER,LF
1029,ZINC,LF
1030,2-O-METHYL-D-XYLOSE,LF
1030,ARABINOSE,FL
1030,ARABINOSE,LF
1030,ARNIDENEDIOL,PL
1030,ARNIDIOL,FL
1030,ARSENIC,FL
1030,BETA-AMYRIN,LF
1030,CALCIUM,FL
1030,CALENDOL,LF
1030,CHOLINE,FL
1030,CHOLINE,LF
1030,COPPER,FL
1030,CRYPTOXANTHIN,FL
1030,FARADIOL,FL
1030,FRUCTOSE,LF
1030,GALACTOSE,FL
1030,GALACTOSE,LF
1030,GALLIC-ACID,FL
1030,GLUCOSE,FL
1030,GLUCOSE,LF
1030,HYPERIN,FL
1030,HYPEROSIDE,FL
1030,INULIN,FL
1030,INULIN,RT
1030,IRON,FL
1030,ISOQUERCETIN,PL
1030,L-FUCOSE,LF
1030,LAURIC-ACID,LF
1030,LUTEIN,FL
1030,LUTEIN-EPOXIDE,FL
1030,MAGNESIUM,FL
1030,MALIC-ACID,FL
1030,MANGANESE,FL
1030,MUCILAGE,FL
1030,MUCILAGE,LF
1030,MYRISTIC-ACID,LF
1030,N-HEPTACOSAN,FL
1030,PALMITIC-ACID,LF
1030,PARAFFIN,RT
1030,POTASSIUM,FL
1030,QUERCETIN,LF
1030,RHAMNOSE,LF
1030,RUTIN,FL
1030,SENKIRKINE,PL
1030,SITOSTEROL,LF
1030,SODIUM,FL
1030,STEARIC-ACID,FL
1030,STIGMASTEROL,LF
1030,TANNIN,FL
1030,TANNIN,LF
1030,TANNIN,RH
1030,TARAXANTHIN,FL
1030,TARAXASTEROL,LF
1030,TARTARIC-ACID,FL
1030,TUSSILAGINE,PL
1030,URONIC-ACID,FL
1030,URONIC-ACID,LF
1030,VIOLAXANTHIN,FL
1030,XANTHOPHYLL,FL
1030,XYLOSE,FL
1030,XYLOSE,LF
1030,ZINC,FL
1031,ASCORBIC-ACID,RT
1031,ASH,RT
1031,BETA-CAROTENE,RT
1031,CALCIUM,RT
1031,CARBOHYDRATES,RT
1031,FAT,RT
1031,FIBER,RT
1031,IRON,RT
1031,KILOCALORIES,RT
1031,NIACIN,RT
1031,PHOSPHORUS,RT
1031,PROTEIN,RT
1031,RIBOFLAVIN,RT
1031,THIAMIN,RT
1031,WATER,RT
1032,2-HYDROXY-5-ISOPROPYL-6-METHOXY-8-METHYL-3-NAPTHALDEHYDE,WD
1032,"2-HYDROXY-5-ISOPROPYL-8-METHYL-5,6,7,8-TETRAHYDRO-3-NAPTH...",PL
1032,"5-ISOPROPYL-3,8-DIMETHYL-2-NAPTHOL",WD
1032,7-HYDROXYCALAMENAL,PL
1032,7-HYDROXYCALAMENENE,PL
1032,ALPHA-SITOSTEROL,PL
1032,ALUMINUM,BK
1032,ASCORBIC-ACID,BK
1032,ASH,BK
1032,BETA-CAROTENE,BK
1032,BETA-SITOSTEROL,WD
1032,CALCIUM,BK
1032,CAMPESTEROL,WD
1032,CARBOHYDRATES,BK
1032,CHOLESTEROL,WD
1032,CHROMIUM,BK
1032,CITROSTADIENOL,WD
1032,COBALT,BK
1032,D-GALACTOSE,BK
1032,DOLICHOL,WD
1032,FAT,BK
1032,FIBER,BK
1032,FRUCTOSE,BK
1032,GALACTURONIC-ACID,BK
1032,GLUCOSE,BK
1032,HEXOSAN,BK
1032,IRON,BK
1032,KILOCALORIES,BK
1032,L-RHAMNOSE,BK
1032,MAGNESIUM,BK
1032,MANGANESE,BK
1032,MANSONONE-C,WD
1032,METHYL-PENTOSAN,BK
1032,MUCILAGE,BK
1032,NIACIN,BK
1032,PENTOSANS,BK
1032,PHOSPHORUS,BK
1032,POTASSIUM,BK
1032,PROTEIN,BK
1032,RIBOFLAVIN,BK
1032,SELENIUM,BK
1032,SILICON,BK
1032,SODIUM,BK
1032,STARCH,BK
1032,TANNIN,BK
1032,THIAMIN,BK
1032,TIN,BK
1032,WATER,BK
1032,ZINC,BK
1033,"1,8-CINEOLE",PL
1033,"3,4-DIMETHOXY-ALLYL-BENZENE",LF
1033,ALPH-P-DIMETHYLSTYRENE,PL
1033,ALPHA-HUMULENE,PL
1033,ALPHA-PHELLANDRENE,PL
1033,ALPHA-PINENE,PL
1033,ALPHA-SANTALENE,PL
1033,ALPHA-SELINENE,PL
1033,ALPHA-TERPINENE,PL
1033,ALPHA-TERPINEOL,PL
1033,ALPHA-TERPINYL-ACETATE,PL
1033,BENZALDEHYDE,PL
1033,BETA-BISABOLENE,PL
1033,BETA-ELEMENE,PL
1033,BETA-PHELLANDRENE,PL
1033,BETA-PINENE,PL
1033,CITRONELLOL,PL
1033,DELTA-TERPINEOL,PL
1033,EO,EO
1033,EO,ST
1033,ETHYL-BENZOATE,PL
1033,ETHYL-CINNAMATE,PL
1033,EUGENOL,PL
1033,FORMIC-ACID,PL
1033,GERANIOL,PL
1033,"GUAIA-6,9-DIENE",PL
1033,LINALOL,PL
1033,METHYL-EUGENOL,PL
1033,MYRCENE,PL
1033,P-CYMENE,PL
1033,PINOCARVONE,PL
1033,SABINENE,PL
1033,SAFROLE,PL
1033,"SELINA-4,11-DIENE",PL
1033,TERPINEN-4-OL,PL
1033,TERPINOLENE,PL
1033,THYMOL,PL
1033,TRANS-BETA-FARNESENE,PL
1033,UMBELLULONE,PL
1033,VERBENONE,PL
1034,11-METHOXYYOHIMBINE,BR
1034,"3,14-DIHYDROGAMBIRTANNIN",LF
1034,"3,14-DIHYDROGAMBIRTANNIN",ST
1034,7-ACETOXYDIHYDRONOMILIN,SD
1034,ADIPIC-ACID,PL
1034,ASH,PL
1034,CATECHINS,BR
1034,CATECHOL,BR
1034,CATECHUTANNIC-ACID,BR
1034,CELLULOSE,PL
1034,D-CATECHIN,BR
1034,DIHYDROBENZOIC-ACID,PL
1034,DIHYDROCORYNANTHEIN,BR
1034,DIHYDROGAMBIRTANNINE,PL
1034,ELLAGIC-ACID,BR
1034,GALLIC-ACID,BR
1034,GAMBIR-CATECHIN,BR
1034,GAMBIRDINE,BR
1034,GAMBIRFLUORESCEIN,BU
1034,GAMBIRIIN-A1,BR
1034,GAMBIRIIN-A2,BR
1034,GAMBIRIIN-A3,BR
1034,GAMBIRIIN-B1,BR
1034,GAMBIRIIN-B2,BR
1034,GAMBIRIIN-B3,BR
1034,GAMBIRIIN-C,BR
1034,GAMBIRINE,BU
1034,GAMBIRTANNINE,BR
1034,ISOGAMBIRDINE,PL
1034,L-EPICATECHOL,BR
1034,L-EPICATECHOL,LF
1034,MITRAPHYLLINE,PL
1034,MUCILAGE,BR
1034,OUROUPARIN,BR
1034,OXOGAMBIRTANNINE,BR
1034,QUERCETIN,BU
1034,STARCH,PL
1034,SUGAR,PL
1034,TANNINS,BR
1034,WAX,PL
1035,GLUCOSE,TU
1035,GLYCOSIDES,TU
1035,MANNOSE,TU
1035,MUCILAGE,TU
1035,PHYTOSTEROLS,TU
1035,PROSCILLAREDIN,TU
1035,SCILLARENIN,TU
1035,SCILLARENIN-3-O-ALPHA-L-RHAMNOSIDE,TU
1035,SCILLARENIN-3-O-ALPHA-L-RHAMNOSIDE-BETA-D-GLUCOSIDE,TU
1035,SCILLARENS,TU
1035,SCILLIGLAUCOSIDE,TU
1035,SCILLIGLAUCOSIDE-3-O-BETA-D-GLUCOSIDE,TU
1035,SCILLIPHASOSIDIN,TU
1035,SCILLIPHASOSIDIN-3-O-ALPHA-L-RHAMNOSIDE,TU
1035,XYLOSE,TU
1036,BETA-SITOSTEROL,BU
1036,CHELIDONIC-ACID,BU
1036,CYANIDIN-3-CAFFEOYL-GLUCOSIDE,BU
1036,CYANIDIN-3-GLUCOSIDE,BU
1036,DIHYDROQUERCETIN,BU
1036,DIHYDROQUERCETIN-4'-MONOGLUCOSIDE,BU
1036,GALLIC-ACID,BU
1036,GLUCOSCILLAREN-A,BU
1036,GLUCOSCILLIPHAEOSIDE,BU
1036,GLUCOSINISTRIN,BU
1036,ISORHAMNETIN,BU
1036,KAEMPFEROL-3-0-GLUCOSIDE,BU
1036,KAEMPFEROL-3-TRIGLUCOSIDE,BU
1036,KAEMPFEROL-7-GLUCOSIDE,BU
1036,KAEMPFEROL-7-GLUCOSIDE-3-DIGLUCOSIDE,BU
1036,KAEMPFEROL-7-GLUCOSIDE-3-RHAMNOGLUCOSIDE,BU
1036,KAEMPFEROL-7-GLUCOSIDE-3-TRIGLUCOSIDE,BU
1036,KAEMPFEROL-7-RHAMNOSIDE-3-RHAMNOGLUCOSIDE,BU
1036,LEUCOCYANIDIN,BU
1036,P-COUMARIC-ACID,BU
1036,PELARGONIDIN-MONOGLUCOSIDE,BU
1036,PHYTOSTEROLS,BU
1036,PROSCILLARIDIN-A,BU
1036,QUERCETIN,BU
1036,QUERCETIN-3-MONOGLUCOSIDE,BU
1036,QUERCITRIN,BU
1036,SCILLAREN-A,BU
1036,SCILLARENIN-A,BU
1036,SCILLARENIN-BETA-D-GLUCOSIDE,BU
1036,SCILLARIDIN-A,BU
1036,SCILLAZUROSIDE,BU
1036,SCILLICOELOSIDE,BU
1036,SCILLICYANOSIDE,BU
1036,SCILLIGLAUCOSIDE,BU
1036,SCILLIKRYPTOSIDE,BU
1036,SCILLIN,BU
1036,SCILLIPHAEOSIDE,BU
1036,SCILLIPICRIN,BU
1036,SCILLIROSIDE,BU
1036,SCILLIROSIDINE,BU
1036,SCILLIRUBROSIDE,BU
1036,SCILLIRUBROSIDINE,BU
1036,SCILLITOXIN,BU
1036,SINISTRIN,BU
1036,STIGMASTEROL,BU
1036,TAXIFOLIN,BU
1037,2-METHYLHEPTEN-(2)-ON-(6),EO
1037,5-HYDROXYTRYPTAMINE,PL
1037,ACETIC-ACID,PL
1037,ACETOPHENONE,PL
1037,ACETYL-CHOLINE,PL
1037,ALPHA-TOCOPHEROL,LF
1037,ALUMINUM,LF
1037,ARSENIC,LF
1037,ASCORBIC-ACID,LF
1037,ASH,LF
1037,BETA-CAROTENE,LF
1037,BETAINE,LF
1037,BORON,LF
1037,BROMINE,LF
1037,BUTYRIC-ACID,PL
1037,CADMIUM,LF
1037,CAFFEIC-ACID,PL
1037,CALCIUM,LF
1037,CARBOHYDRATES,LF
1037,CELLULOSE,LF
1037,CHLORINE,LF
1037,CHLOROPHYLLS,LF
1037,CHOLINE,LF
1037,CHROMIUM,LF
1037,COBALT,LF
1037,COPPER,LF
1037,FAT,LF
1037,FAT,SD
1037,FERULIC-ACID,PL
1037,FLUORINE,LF
1037,FOLACIN,PL
1037,FORMIC-ACID,PL
1037,GLYCEROL,SD
1037,HISTAMINE,PL
1037,IRON,LF
1037,KOPROPORPHYRIN,PL
1037,LEAD,LF
1037,LECITHIN,PL
1037,LINOLEIC-ACID,SD
1037,LINOLENIC-ACID,SD
1037,LYCOPENE,PL
1037,MAGNESIUM,LF
1037,MANGANESE,LF
1037,MERCURY,LF
1037,MOLYBDENUM,LF
1037,MUCILAGE,PL
1037,NIACIN,LF
1037,NICKEL,LF
1037,NITROGEN,LF
1037,OLEIC-ACID,SD
1037,P-COUMARIC-ACID,PL
1037,PALMITIC-ACID,SD
1037,PANTOTHENIC-ACID,LF
1037,PHOSPHORUS,LF
1037,POTASSIUM,LF
1037,PROTEIN,LF
1037,PROTEIN,SD
1037,PROTOPORPHYRIN,PL
1037,RIBOFLAVIN,LF
1037,RUBIDIUM,LF
1037,SCOPOLETIN,FL
1037,SELENIUM,LF
1037,SELENIUM,PL
1037,SEROTONIN,PL
1037,SFA,SD
1037,SILICON,LF
1037,SITOSTEROL,FL
1037,SITOSTEROL-GLUCOSIDE,FL
1037,SODIUM,LF
1037,SULFUR,LF
1037,THIAMIN,LF
1037,TIN,LF
1037,VIOLAXANTHIN,PL
1037,WATER,LF
1037,XANTHOPHYLL-EPOXIDE,PL
1037,ZINC,LF
1038,(+)-CATECHIN,PL
1038,"1,8-CINEOLE",FR
1038,2-METHOXY-5-VINYL-PHENOL,FR
1038,2-METHYL-BUTANOIC-ACID,FJ
1038,2-PHENYLETHANOL,FR
1038,3-PHENYL-PROPAN-1-OL,FR
1038,4-HYDROXYCINNAMIC-ACID,PL
1038,4-VINYL-PHENOL,FJ
1038,ACETIC-ACID,FJ
1038,ACETIC-ACID-HEXYL-ESTER,FJ
1038,ALANINE,FR
1038,ALPHA-CAROTENE,FR
1038,ALPHA-CEDRENE,PL
1038,ALPHA-PINENE,FR
1038,ALPHA-TERPINEOL,FR
1038,ALPHA-TOCOPHEROL,FR
1038,ARGININE,FR
1038,ASCORBIC-ACID,FR
1038,ASH,FR
1038,ASPARTIC-ACID,FR
1038,BENZALDEHYDE,FJ
1038,BENZYL-ALCOHOL,FJ
1038,BETA-CAROTENE,FR
1038,BETA-CRYPTOXANTHIN,FR
1038,BETA-IONONE,PL
1038,BETA-SITOSTEROL,PL
1038,BORON,FR
1038,BUTAN-1-OL,FJ
1038,BUTAN-2-OL,FJ
1038,BUTANOIC-ACID,FJ
1038,BUTYRIC-ACID-HEX-TRANS-2-ENYL-ESTER,FJ
1038,CAFFEIC-ACID,PL
1038,CAFFEIC-ACID-4-O-BETA-D-GLUCOSIDE,FR
1038,CALCIUM,FR
1038,CAPROIC-ACID,FJ
1038,CARBOHYDRATES,FR
1038,CHLOROGENIC-ACID,FR
1038,CHRYSANTHEMIN,LF
1038,CITRONELLOL,FR
1038,COPPER,FR
1038,CYANIDIN,FR
1038,CYANIDIN-3-O-ALPHA-L-ARABINOSIDE,FR
1038,CYANIDIN-3-O-ALPHA-L-GALACTOSIDE,FR
1038,CYANIN,FR
1038,CYSTINE,FR
1038,DELPHINIDIN,FR
1038,DELPHINIDIN-3-O-ALPHA-L-ARABINOSIDE,FR
1038,DELPHINIDIN-3-O-ALPHA-L-GALACTOSIDE,FR
1038,DELPHINIDIN-3-O-BETA-D-GLUCOSIDE,FR
1038,DELPHININ,FR
1038,ELLAGIC-ACID,PL
1038,ESCULETIN,PL
1038,EUGENOL,FR
1038,FARNESOL,FR
1038,FARNESOL-ACETATE,FR
1038,FAT,FR
1038,FERULIC-ACID,PL
1038,FERULIC-ACID-O-BETA-D-GLUCOSIDE,FR
1038,FIBER,FR
1038,FOLACIN,FR
1038,FRUCTOSE,FR
1038,GALLIC-ACID,PL
1038,GALLIC-ACID-4-O-BETA-D-GLUCOSIDE,FR
1038,GAMMA-DECALACTONE,PL
1038,GERANIOL,FR
1038,GLUCOSE,FR
1038,GLUTAMIC-ACID,FR
1038,GLYCINE,FR
1038,HEX-CIS-3-EN-1-AL,FJ
1038,HEX-TRANS-2-1-AL,FJ
1038,HEX-TRANS-2-1-OL,FJ
1038,HEX-TRANS-2-EN-1-OL,FJ
1038,HEXAN-1-0L,FJ
1038,HEXAN-1-AL,FJ
1038,HISTIDINE,FR
1038,HYDROXY-CITRONELLOL,FR
1038,HYDROXY-ISOCARVOMENTHOL,FR
1038,HYPEROSIDE,PL
1038,IRON,FR
1038,ISOEUGENOL,FR
1038,ISOLEUCINE,FR
1038,ISOQUERCITRIN,LF
1038,ISOVALERIC-ACID-ETHYL-ESTER,PL
1038,KILOCALORIES,FR
1038,LEUCINE,FR
1038,LINALOL,FR
1038,LYSINE,FR
1038,MAGNESIUM,FR
1038,MALVADIN-3-O-ALPHA-L-GALACTOSIDE,FR
1038,MALVIDIN,FR
1038,MALVIDIN-3-O-ALPHA-L-ARABINOSIDE,FR
1038,MALVIDIN-3-O-BETA-D-GLUCOSIDE,FR
1038,MALVIN,FR
1038,MANGANESE,FR
1038,METHIONINE,FR
1038,MYRCENE,FR
1038,MYRICETIN,PL
1038,MYRICETIN-3-O-BETA-D-GLUCOSIDE,FR
1038,MYRISTICIN,FR
1038,NEOMYRTILLIN,LF
1038,NEROL,FR
1038,NIACIN,FR
1038,NONAN-1-OL,FJ
1038,OCTAN-1-OL,FJ
1038,OLEANOLIC-ACID,PL
1038,ORIENTIN,PL
1038,P-COUMARIC-ACID,PL
1038,P-COUMARIC-ACID-O-BETA-D-GLUCOSIDE,FR
1038,P-CRESOL,PL
1038,P-DIMETHYL-ALPHA-STYRENE,FR
1038,P-HYDROXY-BENZOIC-ACID,PL
1038,PANTOTHENIC-ACID,FR
1038,PENT-1-EN-3-OL,FJ
1038,PENTAN-1-OIC-ACID,FJ
1038,PENTAN-1-OL,FJ
1038,PENTYL-FURAN,FR
1038,PEONIDIN,FR
1038,PEONIDIN-3-O-ALPHA-L-ARABINOSIDE,FR
1038,PEONIDIN-3-O-ALPHA-L-GALACTOSIDE,FR
1038,PEONIDIN-3-O-BETA-D-GLUCOSIDE,FR
1038,PETUNIDIN,FR
1038,PETUNIDIN-3-O-ALPHA-L-ARABINOSIDE,FR
1038,PETUNIDIN-3-O-ALPHA-L-GALACTOSIDE,FR
1038,PETUNIDIN-3-O-BETA-D-GLUCOSIDE,FR
1038,PHENOL,FR
1038,PHENYLALANINE,FR
1038,PHLOROGLUCINOL,PL
1038,PHOSPHORUS,FR
1038,PHYLLOQUINONE,FR
1038,PIPERONAL,PL
1038,POTASSIUM,FR
1038,PROANTHOCYANIN,FR
1038,PROLINE,FR
1038,PROTEIN,FR
1038,PROTOCATECHUIC-ACID-4-O-BETA-D-GLUCOSIDE,FR
1038,QUERCETIN,PL
1038,QUERCETIN-3-O-BETA-D-GLUCOSIDE,PL
1038,QUERCITRIN,PL
1038,RIBOFLAVIN,FR
1038,ROSMARINIC-ACID,PL
1038,RUTIN,PL
1038,SCOPOLETIN,PL
1038,SERINE,FR
1038,SODIUM,FR
1038,THIAMIN,FR
1038,THREONINE,FR
